Non-trivial	Trivial
5.661188	8.263759
3.17244	1.614483
3.726444	2.676956
36.32703	45.93161
0.091022	0.085995
2.327233	2.171982
0.906429	0.959089
5.804339	4.792633
0.664747	1.037783
2.639812	2.77028
7.647433	5.274719
1.930335	2.006479
1.725496	1.63859
4.696906	3.040316
6.752395	7.115754
1.082247	0.959697
1.573612	1.10548
13.86447	11.16756
88.44134	69.42278
1.027191	1.045871
1.302714	1.412179
7.302146	7.649027
2.659837	2.868295
15.21151	12.11255
5.303979	5.204436
1.070187	0.713344
1.143468	0.644711
1.549219	1.369882
1.220266	0.740882
32.20563	34.92367
3.112552	2.103919
1.567033	1.364443
2.925747	2.793844
0.977871	0.771366
0.959013	1.173791
1.005066	0.646258
176.2897	145.8432
11.96591	9.089613
1.645704	1.159827
1.26433	0.887796
9.293632	12.78081
2.908035	2.643192
1.869048	1.136122
1.843332	1.090763
7.183266	4.81415
1.294362	1.560763
9.798423	8.697965
215.6615	162.8571
2.394717	2.043038
98.10967	88.06455
2.624377	2.292891
35.88031	22.08661
3.663226	2.851575
4.695211	6.326388
2.864037	1.449867
11.21858	8.138976
2.370056	2.299941
0.23399	0.317917
0.522878	0.31807
0.281572	0.271016
0.201383	0.191337
0.529683	0.571377
0.457452	0.319502
0.403619	0.443872
1.166986	0.749348
0.39678	0.349421
0.219535	0.232724
0.927341	1.983296
0.367525	0.293736
0.32185	0.219162
0.586413	0.483718
0.942808	0.796349
0.593579	0.578295
0.69253	0.699156
0.470235	0.656238
0.744869	0.690389
0.822278	1.490559
10.10895	17.73611
2.883132	2.992589
0.935245	1.100326
2.920488	2.240985
0.914355	1.411075
0.756645	1.701087
9.267895	6.61973
1.745172	2.132993
1.252329	1.129586
0.927143	0.95193
1.00355	1.283214
194.3237	204.8593
1.251758	0.938197
0.239774	0.276714
13.32674	6.499328
5.800047	4.12973
0.286275	0.304267
0.955933	0.520073
0.316283	0.293326
199.0997	175.7222
0.190471	0.214967
26.14042	16.66667
11.28704	8.869205
0.544599	0.756459
0.578777	0.613729
0.219274	0.273739
0.216323	0.66101
2.607637	2.055828
0.494502	0.857666
13.82194	9.023109
1.185828	0.983612
0.761539	0.966728
0.846682	0.863377
0.943076	0.507691
1.146826	1.025614
0.872943	1.406075
1.031911	1.128157
1.270472	1.198948
1.232779	1.449263
1.214313	0.604916
8.57191	10.54322
0.193609	0.207176
0.159449	0.298962
0.24825	0.382222
5.070364	8.725461
8.855238	6.927776
186.1053	148.41
3.868506	3.210904
0.32561	0.315157
0.317991	0.36147
0.328476	0.31385
1.696999	1.251714
2.160252	2.183265
1.16331	0.94763
7.941299	5.936188
1.698877	1.58684
5.255915	3.256237
16.48265	13.80247
5.376334	5.844593
37.22454	38.08983
1.73506	1.755886
15.43259	12.33426
22.27471	14.00117
13.62452	13.18957
1.237379	1.048226
1.231641	0.416095
2.513436	2.425441
1.150881	1.305683
7.096804	7.122223
2.277979	2.256062
8.028243	6.311568
1.710437	1.922644
36.3216	20.15152
4.42741	2.771602
35.39492	23.18622
8.667656	8.475962
0.457105	0.37838
4.882891	4.914661
7.864095	4.483213
0.308234	0.542914
8.958302	5.775609
1.659388	1.645981
5.790828	4.327025
7.716045	5.869496
0.445272	0.538739
38.44401	37.12798
1.489776	1.191528
7.104387	11.60475
0.454045	0.415911
13.08469	8.317544
8.228718	8.975674
3.916319	3.647951
3.877883	4.285417
1.957121	1.661673
1.615021	1.19161
44.43085	44.11613
0.520026	0.410404
18.18355	9.815253
4.488559	3.583787
133.3333	0
7.551903	3.543833
1.760406	1.354899
22.6747	24.91059
2.731449	1.797287
4.647576	3.703158
1.644884	0.89858
6.358278	3.719872
3.069505	3.11912
5.555556	0
5.346107	5.012428
240.7618	167.4475
159.1416	154.4889
2.028738	1.977202
8.019522	6.781985
125.6649	127.986
4.822643	5.281324
2.722774	2.0749
9.155369	6.121083
5.325731	5.130499
4.342148	3.723129
10.83014	10.8952
1.5537	1.857317
3.697026	3.535152
2.748344	2.625683
0	0
2.581037	1.264082
2.063885	1.792308
32.56329	35.40031
1.173349	0.975946
1.819091	1.453526
0.831374	1.45902
19.92868	17.80435
3.288786	5.860918
4.468609	2.526893
2.36648	1.465899
0.450046	0.3782
13.00972	8.641975
22.64565	27.83733
5.890298	10.60743
4.228292	3.139582
0.626495	0.515167
19.84245	29.8039
202.1372	216.7676
31.93297	23.66957
5.166662	4.229608
1.186627	0.868824
12.26551	1.010101
4.290042	4.187951
36.98536	43.45971
1.228906	0.974189
30.22727	20
5.590691	5.278698
51.32275	0
5.066288	0
0.940837	0.830356
24.5834	25.09507
0	0
1.661475	1.652965
7.750552	6.038293
37.46281	40.09402
13.44224	9.667865
7.743087	6.70507
0.351503	0.383411
4.432196	2.410862
14.79343	13.808
2.407627	2.152248
9.369374	12.64951
1.254315	1.240658
7.730397	6.840788
50.45003	13.64103
3.156867	3.086992
17.09692	14.74035
13.71549	12.7723
7.002915	3.622205
13.51749	16.60993
4.023438	3.462846
2.422341	1.620235
13.27543	10.13889
48.59439	55.48706
4.203949	2.504847
1.373504	1.273553
4.045195	3.539788
32.26298	22.6739
0.922798	0.936167
26.78282	25.26823
2.671801	2.423657
4.931287	3.420782
8.709924	10.64007
9.300654	9.729663
6.764132	3.094718
7.653107	4.560532
4.383869	3.130856
17.15597	15.3955
42.53167	28.48842
1.914222	1.276324
4.418068	3.089902
16.06781	19.14306
55.8715	24.81178
13.12433	3.804427
3.613862	2.988045
2.124949	1.783254
203.9985	230.5159
1.18665	0.997979
1.497988	1.39892
1.28767	0.943721
7.831904	8.100293
1.938867	1.775587
4.348763	3.927662
1.521695	1.287436
22.30176	21.37339
11.07864	10.98485
2.416686	1.763598
1.879645	1.687178
1.524869	1.477795
21.67799	12.68263
2.035513	1.450442
16.24114	15.65156
136.6978	156.1521
2.308296	1.836099
80.25663	49.7933
0.502867	0.346655
1.671032	1.4317
30.36348	17.40186
21.80799	15.67264
2.091714	1.406686
86.84122	99.42367
4.470779	3.225506
13.16015	16.29549
217.0004	226.3238
3.331499	3.085568
3.533313	2.135566
5.222494	4.238936
17.09465	16.31685
0	0
1.011893	3.392419
1.804733	1.345798
11.46079	9.174249
6.347012	7.23456
11.41424	0
13.36806	19.44444
6.912893	3.941012
15.9942	9.476301
3.620686	2.495521
9.896075	10.95857
4.613438	2.790992
8.788944	5.229509
79.14966	65.53383
13.81777	13.89799
17.65996	16.23591
7.736652	7.058941
118.3849	69.05493
369.7826	133.9286
3.53238	2.799637
1.468132	1.285673
104.2478	114.5806
1.882969	1.986329
4.973111	3.583123
12.08476	10.02407
1.057146	1.396066
4.715655	3.705006
4.490733	4.438015
11.2634	9.170387
1.751975	1.394231
49.72234	69.30937
3.877072	2.677083
41.59983	30.2376
1.215257	1.780511
7.57397	8.007627
6.548962	5.056391
4.274092	3.954428
7.070138	6.255222
1.484106	1.063641
2.149556	2.535453
11.07127	12.15093
19.86844	17.57259
7.660772	5.651525
1.397496	0.764118
3.878411	3.741527
2.745919	3.713092
3.327169	3.167308
0.151449	0.218516
19.05995	22.22311
7.432239	7.396552
6.563416	8.589033
6.868844	7.359556
3.668484	3.361243
0.154961	0.157029
2.098147	1.84656
2.404661	2.43253
13.15326	8.937977
11.38586	12.27247
40.00264	39.41164
27.20718	27.50336
3.303466	6.181874
13.56002	9.259995
1.133109	1.22947
177.4021	159.5238
4.559057	4.272596
0	0
1.419146	1.739629
0.566499	0.852682
3.231083	4.459988
196.875	0
205.2193	135.9554
6.000915	6.533711
4.282705	2.523471
3.604361	2.744709
0	0
3.160489	2.621659
4.301593	3.930429
17.65692	12.02815
2.657746	3.028994
2.673111	1.6555
41.86363	31.19394
7.703093	11.91063
41.96256	38.04815
0.375302	0.277439
1.32925	0.956539
2.876898	1.549688
67.3071	41.67989
5.21852	3.798503
26.66945	17.51904
4.655373	3.326033
3.830686	1.975701
2.21534	1.756285
0.786015	0.713651
1.265866	1.10813
1.65729	1.480418
1.42514	1.367369
16.04441	16.95061
1.052454	0.690153
11.83145	13.21169
2.950072	4.28216
0.772674	0.795432
2.422511	2.391143
24.49477	17.31171
1.791708	1.700853
3.188272	2.666178
4.797709	5.778808
5.277977	5.028345
0.333474	0.140811
2.920951	2.869363
4.790707	3.923637
2.709477	2.744578
3.909689	3.93434
1.271927	0.844415
1.663921	1.738168
3.764406	4.07155
1.366124	0.899738
1.908201	1.356765
1.63168	1.019838
3.7956	2.092902
12.28659	12.67831
1.690533	1.738099
1.321397	1.270068
7.781873	7.968561
3.327409	1.987931
1.66399	0.983655
0.938552	0.666065
1.394737	1.376821
5.575948	4.665186
2.115744	1.238941
57.04774	61.59171
5.655055	6.534721
1.73153	2.101437
3.012802	2.078012
3.546625	5.01507
5.313763	4.444088
2.888285	2.707274
7.111254	6.269835
75.07109	90.5584
17.15429	13.51496
17.84753	16.52595
2.51786	2.507559
9.789459	9.057718
2.139403	1.881756
6.081009	5.591569
2.627563	3.692705
1.621481	0.955462
3.732858	2.788816
23.77799	23.4363
28.54968	38.82307
7.198725	7.324382
1.153524	0.774619
2.074414	1.171979
0.737184	1.187398
4.909711	5.156271
18.72698	18.34425
163.9727	121.0832
4.166185	4.866898
1.319346	0.942062
3.30091	2.507541
1.370054	0.902831
10.46406	13.06037
1.266012	0.961516
1.809514	1.68852
1.057146	0.858812
1.082915	0.966491
2.235771	2.370072
4.182872	1.829128
5.074226	3.512835
2.794108	1.700468
2.04025	1.273079
1.51277	1.580604
25.71263	23.06138
3.928431	4.442863
0.72273	0.516393
104.1011	12.82328
1.15341	1.078699
2.112864	1.608766
4.189472	5.134204
1.576885	1.237441
0.558513	0.549687
1.622499	1.169033
2.332444	6.460378
0.610337	0.482312
0.651684	0.505802
6.663407	6.21356
3.843999	2.634465
0.700565	0.584653
0.589188	0.409517
0.673055	0.496297
1.110662	0.933063
1.276654	0.947194
11.2686	10.21025
0.883402	0.402312
3.214784	2.837672
0.915243	0.691191
0.829689	0.838422
1.271001	1.155454
2.421224	2.082753
34.81087	23.91038
0.702813	0.674706
0.544077	0.587798
0.81731	0.654606
2.137263	1.774872
1.324899	0.943904
1.118142	0.747459
3.492485	3.803933
3.244968	2.92137
16.52361	19.79147
3.338571	4.157954
1.301927	1.285955
3.827124	3.385724
1.190787	1.171894
0.841692	0.802354
312.6817	324.9089
0.598793	1.747201
7.675231	7.668256
1.065286	0.770976
386.4872	305.6643
0.918672	0.831307
4.212921	4.756791
2.208615	2.406215
0.920323	0.828671
3.610795	2.682318
10.55563	11.18663
10.88119	11.82542
3.587044	3.353658
9.469773	9.508909
2.916704	2.50463
5.119171	2.703564
3.393807	5.277327
0.995737	0.626108
21.23138	21.0486
21.65559	10.76976
1.138785	0.958042
1.053057	0.564863
0.545954	0.530677
3.665305	3.600046
1.694476	1.171696
19.53981	18.08771
1.365316	1.001141
91.95535	83.8431
1.079822	0.761179
22.17675	16.08898
8.343945	9.504296
20.37909	15.96159
0.975464	0.93502
0.561303	0.391342
